"ID";"parentID";"pathPos";"Titel_";"Content1";"Content2";"Content3";"SensorenAktoren";"Screenshot";"len_img";"DB";"Depth"
"35488BAAFCB6456E929E96B2EB15188A";"87A98A9E470F4BB4B25F2FC0E46E168D";"001.005.005.";"Decrystalizer";"The decrystallizer reheats the mass coming from the process (the enrober) to melt all the crystals and allow for a clean re-tempering.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";3
"5B64DB0D82594AE29D3361EE4D6DC69F";"35488BAAFCB6456E929E96B2EB15188A";"001.005.005.001.";"Description";"The de-crystalliser consists of a piggable jacketed pipe arranged in loops. This loop arrangement makes it possible to fit the required heat exchanger length into a compact, manageable frame. The frame is divided into four sections:

the room containing the straight jacketed pipes
two rooms at the ends of the pipe cluster, housing the non-jacketed bends
a utility room underneath the others, containing the thermo-units

The bends are not jacketed to allow easy dismantling in case the product mass freezes. To heat these bends, the straight-pipe room is equipped with a ventilation system consisting of a fan that blows air over electrical heating cartridges. This heated air is directed from the bottom into the bend rooms, exits them at the top towards the straight-pipe room, and returns in a closed loop to the fan.

Temperature is controlled using measurements from thermometers located in the side rooms (bend rooms). The lowest measured temperature determines the set point. If this lowest temperature cannot be reached within a predefined time (for example, because doors were left open), the control system raises an alarm (indicating that the product could freeze in the bends).

The temperature control is a 2-point (on/off) controller with hysteresis. An additional thermometer in the fan housing prevents overheating of the heating cartridges.

Nominal size: DN65
Effective length: xx m
Loops: 4";"-";"-";"DC1.707B10 - Left room temperature
DC1.707B11 - Right room temperature
DC1.707B12 - Outgoing temperature

DC1.707E11 - Room air heater
DC1.707E13 - Room air heater
DC1.707E14 - Room air heater
DC1.707E12 - Room air heater

DC1.707M[PV]10 - fan";;1406039;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"1AD03CF1E5CB4A6196B91DDA4E1EF59F";"35488BAAFCB6456E929E96B2EB15188A";"001.005.005.002.";"Thermo-units";"The utility room houses 4 thermo-units

1) for the downstream pipe
2) for tempering the 2 bottom loops
3) for tempering the 2 top loops
4) for the upstream pipe";"-";"-";"DC1_tu.117K[VE]10 - Refill valve Thermo-Unit D1
DC1_tu.117B01 - Level switch Thermo-unit D1
DC1_tu.117K[VM]70 - Hot water mixing valve Thermo-Unit D1
DC1_tu.117B10 - Temperature Thermo-Unit D1
DC1_tu.117M[PF]10 - hot water pump Thermo-Unit D1
DC1_tu.117E10 - Heating element Thermo-Unit D1
DC1_tu.117K[VE]80 - Drain valve Thermo-Unit D1
DC1_tu.717M[PF]10 - hot water pump Thermo-Unit D2
DC1_tu.717K[VE]10 - Refill valve Thermo-Unit D2
DC1_tu.717E10 - Heating element Thermo-Unit D2
DC1_tu.717B01 - Level switch Thermo-unit D2
DC1_tu.717K[VM]70 - Hot water mixing valve Thermo-Unit D2
DC1_tu.717B10 - Temperature Thermo-Unit D2
DC1_tu.717K[VE]80 - Drain valve Thermo-Unit D2
DC1_tu.727K[VE]10 - Refill valve Thermo-Unit D3
DC1_tu.727B01 - Level switch Thermo-unit D3
DC1_tu.727K[VM]70 - Hot water mixing valve Thermo-Unit D3
DC1_tu.727B10 - Temperature Thermo-Unit D3
DC1_tu.727M[PF]10 - hot water pump Thermo-Unit D3
DC1_tu.727E10 - Heating element Thermo-Unit D3
DC1_tu.727K[VE]80 - Drain valve Thermo-Unit D3
DC1_tu.817B10 - Temperature Thermo-Unit D4
DC1_tu.817M[PF]10 - hot water pump Thermo-Unit D4
DC1_tu.817K[VE]10 - Refill valve Thermo-Unit D4
DC1_tu.817E10 - Heating element Thermo-Unit D4
DC1_tu.817B01 - Level switch Thermo-unit D4
DC1_tu.817K[VM]70 - Hot water mixing valve Thermo-Unit D4
DC1_tu.817K[VE]80 - Drain valve Thermo-Unit D4";;658141;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"BA7924A60ABF4ABC8E81E0653BBB226B";"87A98A9E470F4BB4B25F2FC0E46E168D";"001.005.006.";"Cleaning Oil Tanks";"There are two tanks for storing the oil used to clean the system.

The tanks are identical.
- 550 litres
- jacketed and heatable by water up to 3 bar
They have slow anchor-type agitators with frequency converter control.
Discharge is via a double-actuated butterfly valve.

Tank #1 handles fresh, melted palm oil. Tank #2 is the working tank, or the 'dirty' tank.
The idea behind the two tanks is that, at the end of the cleaning procedure, the used oil is kept in the dirty tank (#2) for the next cleaning. The fresh oil tank provides fresh oil for cleaning and never receives contaminated oil. All returns from the system go to the dirty tank.
Therefore, the cleaning procedure always starts with dirty oil. This oil is then discarded into an appropriate external tank. Fresh oil is then pumped through the system and lands in the dirty tank. This oil is used for the final cleaning and flushing.
Once the procedure is complete, the fresh oil tank can be refilled.

The oil is pumped through the system by a lobe pump. Unlike product pumps, it does not require dedicated lubrication for its mechanical seal. The pumped fat is sufficient for the task.

Manual drain valves before and after the pump help to empty the pipes after use.
A dedicated drain can be connected either to a fixed pipe or, as required, to a hose to discard the used oil.

Pressure and temperature probes help to monitor conditions after the pump. Any deviations are signalled to the operator via the HMI. Overpressure (value to be defined), stops the pump.";"-";"-";"DC1.910M[PF]10 - Oil pump  
DC1.910B40 - Over-pressure probe Oil pump 
DC1.910VK81 - Drain post oil pump 
DC1.910VK82 - Drain dirty oil 
DC1.910VK80 - Drain pre oil pump 
DC1.910B10 - Mass temperature post oil pump 
DC1.910AT10 - Tempering device oil containers 
DC1.910SU40 - Thermomanometer tempering device 
DC1.910SU30 - Thermomanometer tempering device 
DC1.910M[RW]30 - Agitator oil container 2
DC1.910Y[VP]20 - Discharge valve oil container  2
DC1.910B20 - Level control oil container 2
DC1.910VS10 - Over-pressure protection valve   
DC1.910B30 - Level control oil container 1
DC1.910Y[VP]10 - Discharge valve oil container  1
DC1.910M[RW]20 - Agitator oil container 1
DC1.910SU10 - Thermomanometer left oil tank 
DC1.910SU20 - Thermomanometer right oil tank 
DC1.910Y[VP]40 - Refill oil container 1";;1122235;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";3
"02925D2D8DBA4A3FAB3048DE5E1BD77E";"87A98A9E470F4BB4B25F2FC0E46E168D";"001.005.007.";"Pigging system";"A pigging system has been added to the line because the CBR mass it handles has a tendency to solidify, requiring an enhanced cleaning system. Furthermore, a large proportion of residues in the pipework can be recovered.

The system comprises a pig launching station, a receiving station and special valves that enable the pig to pass through. There are also seat valves that divert the mass flow to inaccessible machinery and sensors that indicate the pig's position.

The cleaning sequence is described in the separate document, 'Paths and Circuits'.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";3
"950EDF0655A34827AFB5E8D297A7A0B6";"02925D2D8DBA4A3FAB3048DE5E1BD77E";"001.005.007.001.";"Launch station";"The pig launch station is connected to the product line via a seat valve.

It has a funnel from which the pig can be removed. The funnel is equipped with a sensed cover that prevents the pigging system from operating when the cover is open.

When not in use, the launch station is disconnected from the product line by means of a ball valve.

A pneumatic cylinder pushes the pig into position before it is pushed through the product line by the propellant (in this case oil).

Various position switches report the pig's location to the system so that the cleaning sequence can be automated.

A pressure sensor is used to protect the system against overpressure.

A venting container is used to remove air from the system and separate it from the cleaning oil when the pig returns to the launch station.

A maximum level switch signals to the control system that the container is full of oil and needs to be emptied.";"-";"-";"DC1.929B14 - Pressure probe  
DC1.929B13 - Position switch  
DC1.929Y[VP]02 - full-bore pigging valve  
DC1.929Y[VP]03 - Product inlet in piggable line  
DC1.929B20 - Level switch aerating station 
DC1.929Y[VP]11 - Drain aerating station  
DC1.929Y[VP]04 - Oil inlet in sending station  
DC1.929Y[VP]01 - Pig pusher  
DC1.929B10 - Position switch pig removal station 
DC1.929Y[VP]10 - Drain sending station  
DC1.929B11 - Position switch  
DC1.929B12 - Position switch";;435655;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"1976701C13AA458EBA00DF0E18A8E1F2";"02925D2D8DBA4A3FAB3048DE5E1BD77E";"001.005.007.002.";"Receiving station";"During pigging, the pig propels the residual product through the pipeline.
The displaced product is routed via the seat valve to the day tank.

When the pig approaches the receiving station and is detected by the sensor, the butterfly valve opens to allow the pig to enter its designated parking position.

Once the pig has reached the parking position, it is mechanically stopped by the butterfly valve. The butterfly valve then closes the pipeline outlet, isolating the receiving section.

After closure of the butterfly valve, the oil phase entering the system is diverted at the seat valve into the product line. To prevent contamination of the product stored in the day tank, the switching valve above the day tank changes over to the oil tank.

At the end of the cleaning sequence, compressed air is applied from the receiving side to return the pig to the launch station.";"-";"-";"DC1.919Y[VP]10 - Oil return after sieve  
DC1.919Y[VP]30 - Branch valve to filter  
DC1.919B20 - Pig detection pre reception 
DC1.919B30 - Pig detection pre reception 
DC1.919B10 - Pig detection sieve 
DC1.919VR10 - Check valve  
DC1.919Y[VP]20 - Ball valve  
DC1.919VK10 - Throttle Pig Air";;238927;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"A09C2D007C774A9797D052C67C5B05E8";"02925D2D8DBA4A3FAB3048DE5E1BD77E";"001.005.007.003.";"Piggable line";"The piggable product line is designed as a closed circuit.
It runs from the day tank through the tempering machine, the coating machine and the decrystalliser, and returns to the screen.

During pigging, equipment that cannot be traversed by the pig is hydraulically bypassed.
This applies to:

the tempering machine

the coating machine

the screen

Each bypass line reconnects to the main pipeline downstream of the respective machine.

The bypasses are equipped with seat valves at the feed and return connection points to the main line.
Between these two connection points, the bypass line is isolated by ball valves.";"-";"-";;;1203475;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"84DE135D49B54747AFB9D8C3F8CB2A29";"87A98A9E470F4BB4B25F2FC0E46E168D";"001.005.008.";"Cooling tunnel CKV";;"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";3
"00FF7CAC37784F51B85CD68A8930229E";"84DE135D49B54747AFB9D8C3F8CB2A29";"001.005.008.001.";"Main functions";;"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"18FABDF2388E4ED0A9892B11FE9D7E4C";"00FF7CAC37784F51B85CD68A8930229E";"001.005.008.001.001.";"Transportbelt";"The transport belt transport the Product

It has an manualy retractable edge on the infeed.

The infeed of the belt is equiped with two and the out feed with one belttracking. 
See General descriptions/Transportbelt/Belttracking

The belt is equiped with an pneumatic belt tensioning. 
See General descriptions/Transportbelt/Belttensioning

The belt tensioning is also equiped with two Reed-Contacts to detect the Position of the cylinder.

The belt is equiped with an belt drive. 
See General descriptions/Transportbelt/Beltdrive

The belt drive is equiped with LOTO. See See General descriptions/LOTO";"-";"-";"CKV1.B52.1 - Belt tensioner 1st pt.
CKV1.B52.2 - Belt tensioner 2nd pt.
CKV1.02S02 - Emergency stop left
CKV1.02S03 - Emergency stop right
CKV1.02S12 - Emergency stop left
CKV1.02S13 - Emergency stop right
CKV1.800B01 - Limit switch-off left 1
CKV1.800B02 - Belt Edge Control Left 1
CKV1.800B03 - Belt Edge Control Right 1
CKV1.800B04 - Limit switch off right 1
CKV1.800B11 - Limit switch-off left 2
CKV1.800B12 - Belt Edge Control Left 2
CKV1.800B13 - Belt Edge Control Right 2
CKV1.800B14 - Limit switch-off right 2
CKV1.800B31 - Limit switch-off left 3
CKV1.800B32 - Belt Edge Control Left 3
CKV1.800B33 - Belt Edge Control Right 3
CKV1.800B34 - Limit switch off right 3
CKV1.800M01 - Belt drive cooling tunnel
CKV1.800Y[MP]02 - Belt Edge Control Left 1
CKV1.800Y[MP]03 - Belt Edge Control Right 1
CKV1.800Y[MP]12 - Belt Edge Control Left 2
CKV1.800Y[MP]13 - Belt Edge Control Right 2
CKV1.800Y[MP]32 - Belt Edge Control Left 3
CKV1.800Y[MP]33 - Belt Edge Control Right 3
CKV1.800Y[MP]52/53 - Belt tensioner: ON / OFF
CKV1.800Y[MP]52/53 - Belt tensioner: ON / OFF";;1972483;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";5
"B97AA763282E4FE4B224050B9C04259E";"00FF7CAC37784F51B85CD68A8930229E";"001.005.008.001.002.";"Cooling 1";"The cooling conditions the product so that it has the rigth temperatur.

The main chilled water supply is equipet with an shutoff valve to prevent water flow through the cooling circuit when the cabinet is switched off.

Then the chilled water is split in to the bottom and air cooling cirquit.

Under the Pump unit is an chilled water leak sensor.";"-";"-";"WRC1.710Y[VE]10 - Cooling water inlet
WRC1.710B40 - Signal water leak";;1418671;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";5
"9983A2D16E0E47128C2798E4D46AD1D8";"B97AA763282E4FE4B224050B9C04259E";"001.005.008.001.002.001.";"Air cooling";"The air cooling regulates the temperature of the air over the product

The water cirquit has it own water pump.

The temperatur is measured with an temperature sensor.

If no cooling is needed all the water flows through an check valve.

If cooling is needed the three way valve will open the flow in the direction of the cooling cirquit.

The water flows through a water/air heatexchanger

The process air flows through a filter.

An pressure differential sensor messures the pressure drop over the filter is a trashhold is exeeded a warning is given to change the filter.

Then the airs passes the heatexchanger and flows through an mist eliminator.

Optional the air is reheated to reduce the relative humidity.

The air passes the ventilators, the speed of the ventilator can be regulated.

Before the air enters the cooling hoods the tempertur and humidity is measured.";"-";"-";"WRC1.700M[PV]01 - fan
WRC1.710B01 - Pressure switch Air filter
WRC1.710B20 - Temperature air cooling
WRC1.710B23 - Humidity measurement 2
WRC1.710E50 - Reheater 1
WRC1.710E51 - Reheater 2
WRC1.710E52 - Reheater 3
WRC1.710M[P]21 - Circulation pump air cooling
WRC1.710M[PV]02 - fan
WRC1.710M[VM]20 - Mixing valve air cooling";;797287;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";6
"593CAF05C1E04A839D2937BED72F1057";"B97AA763282E4FE4B224050B9C04259E";"001.005.008.001.002.002.";"Bottom cooling";"The bottom cooling regulates the temperature of the bottom plates under the transport belt.

The water cirquit has it own water pump.
The temperatur is measured with an temperature sensor.
If no cooling is needed all the water flows through an check valve.
If cooling is needed the three way valve will open the flow in the direction of the bottom cooling cirquit.
The water is flows through parralel bottom cooling plates";"-";"-";"WRC1.710B10 - Temperature floor cooling flow
WRC1.710M[P]11 - Circulation pump floor cooling
WRC1.710M[VM]10 - Mixing valve for floor cooling";;788755;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";6
"481CB1B7FABA42898C5B24CB588188F8";"00FF7CAC37784F51B85CD68A8930229E";"001.005.008.001.003.";"Cooling 2";"This cooling tunnel is equipped with a second cooling section due the cooling tunnel length.

It is identical to the cooling section 1.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";5
"5E6F6E0DE0EB4D58BFE01E901DC8F588";"84DE135D49B54747AFB9D8C3F8CB2A29";"001.005.008.002.";"Auxiliary functions";;"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";4
"93599623F4A84BA8800781DA172B7582";"5E6F6E0DE0EB4D58BFE01E901DC8F588";"001.005.008.002.001.";"Additional dehumidifyer";"The dehumidifyer additionally drys the process air.";"-";"-";"WRC1.710E70 - Drive of Munters";;174647;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";5
"6988C5811F6249B487F15FD6D0C26C9A";"87A98A9E470F4BB4B25F2FC0E46E168D";"001.005.009.";"Blow-off station";"Grid belt table GT
Grid belt table GT (approx. 1.1 m long) for separating excess product

Blower station
Blower unit with adjustable slot nozzle for blowing off the products.";"-";"-";"GT1.X10 - Plug Blower GT1 @ GT1
GT1.710M[P]02 - fan
TSQ-U1.S10 - Button forward run TSQ-U1
CT1.V120 - Junction box Connection GT1/TSU @ CT1 Outfeed
TSQ-U1.S11 - Button backward run TSQ-U1
GT1.810MP33 - Pneumatic virbrator manual control
GT1.X10 - Plug GT1 @ Tunnel discharge
GT1.02S12 - Emergency stop GT-HY left 
GT1.02S13 - Emergency stop GT-HY right
GT1.800M01 - Drive Wiremeshbelt
GT1.V64 - Junction box Connection GT1/TSU @ TSQ-U1
TSQ-U1.800M01 - Drive Crossbelt bottom
TSQ-U1.X10 - Plug TSQ-U1 @ GT1";;1149775;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";3
"B0962FAC527442449D312C658B39EF5C";"1";"001.006.";"Production mode";"Preparation steps:

- The line is heated up to the decrystallisation temperature of 47°C by means of the thermo units and tempering devices.
The day tank is filled to a predefined level and its contents are completely melted.
- The cleaning oil tanks are filled and their contents are completely melted.
- The cold water supply is available at the required flow rate and temperature.
- The glycerine lubrication containers are filled.
Protective covers are closed.
All C.O.P. (clean out place) parts are mounted.

Start circulation of the CBR mass. 
The temperer is not bypassed.
The enrober is not bypassed, but the return pump is at maximum speed.

Tempering
After a predefined time, tempering in the tempering machine switches to the actual tempering values.
Once the temperatures have stabilised, the mass can be sampled to determine its tempering index. If the result is valid, products can be fed into the line for coating.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";2
"A59851DE345741669A5D9863E0CCD9CD";"1";"001.007.";"Cleaning mode";"We define as cleaning mode. The operations perfomed at the end of production.
Cleaning of individual line parts during production or during small interruptions are described in the failure management section.

The sequence of cleaning steps is described in the document paths and circuits.";"-";"-";;;564805;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";2
"D9A6117913FC4291AA1857B7C158A364";"1";"001.008.";"Risk assessment";"As per now only the lid of the pig funnel at the launching station is a crtitical place. Protection is realised by means of a position switch with sufficient performance level.

Pressures are otherwise monitored all over the system and pumps are equipped with spring loaded lids to prevent any over pressure.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";2
"04B68D65B81043FD8B58BF091F76D10B";"1";"001.009.";"Error management";"**CBR feed**

The temperature of the CBR falls below the value.
The mass is not introduced. A signal is sent to the operator. The system uses the volume of the day tank.

**De-Crystallizer**

The pressure sensor of the enrober's discharge pump exceeds the value.

Pipeline or de-crystallizer is frozen.
Find the location! How?
–> Not possible
Pigging?
If the pressure is sufficient for pigging, then pig with CBR. To do this, briefly close the sampling points and open the passages.
If the pressure is not sufficient for this, production can be stopped and cleaning started.

**Sieve**

The light reflector sensor at the outlet for filter residues continuously emits a signal. The filter will freeze shortly.

The signal alerts the operator that the filter needs to be removed for manual cleaning.

**Pipe work**

see decyrstalliser

**Temperer**

The current of the screw drives exceeds a certain value.

1) Heat up the corresponding TMT half without circulation! Block off the path accordingly.
Is this even possible from a process engineering point of view?

2) ‘Decrystallise’ the entire temper current. The temper is bypassed. The branch pump continues to run. Nothing changes at the path switches. A circuit is created. Set the thermo units to the decrystallisation temperature and wait until all ‘TICs’ of the screws report this temperature and the current consumption of the screw drives has decreased accordingly.
Then initiate temperature control and ask the operator to take a sample. The operator resumes temperature control in the production cycle.
UT is monitored throughout the entire process. 
There are two options:
1) Close the feed and minimise discharge.
2) Close the feed and discharge. The discharge pump receives the CBR flow and passes it on.

Question: What happens to the residual mass in the temperature bypass when production restarts? The temperature is at DC level, but the sharpness is missing.

One of the TICs reports that it is not reaching its setpoint. –> Alarm

**Enrober**

""Motor current rises – alarm.
Visual inspection – decision to replace the grounding tray.""

The large bypass is switched on, everything else continues as before.
‘Check the mesh belt, replace the tray, restart.’

**Oil containers**

The palm fat in the containers has not melted.
The slow-starting agitator drives are reporting excessive current.
The oil system must not be started up if any of the above conditions apply.

**Pigging system**

No indications possible yet.";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";2
"251742DAAA13479FBD4A3B50A13ABBE5";"1";"001.010.";"Glossary";"P&ID - piping and instrumentation diagram

Abbreviations of parts codes and abbreviations of interfaces are explained in the legend of the P&ID.

Convention:
The full tag of a part has the form [machine code].[function group][electrical / mechanical part type code][number].
For better readability, in the descriptions we may omit the machine codes when they are clearly defined by the context. E.g., ""313Y[VP]80.1"" instead of ""BKK1.313Y[VP]80.1"".

---


## General Engineering & Documentation

**Functional Specification (FS)**
Document describing how the equipment fulfills the project requirements based on the P&ID.

**P&ID (Piping and Instrumentation Diagram)**
Diagram showing process piping, valves, instruments and control elements.

**Flowsheet**
Process overview diagram describing material flow.

**Interface**
Defined physical connection point between supplier equipment and client facility.

**Tag**
Structured identifier of equipment according to internal coding system
Format: `[MachineCode].[FunctionGroup][TypeCode][Number]`.

**COP (Clean Out of Place)**
Removable components that are cleaned separately from the machine.

**LOTO (Lock Out Tag Out)**
Safety procedure preventing accidental startup during maintenance.

---

## Process & Product Terms

**CBR (Cocoa Butter Replacement)**
Vegetable fat-based chocolate substitute processed in the line.

**Mass**
Liquid chocolate or CBR product circulating in the system.

**Tempering**
Controlled heating/cooling process to generate stable cocoa butter crystals.

**De-crystallisation**
Heating step to melt existing crystal structures before re-tempering.

**Re-tempering**
Reintroduction of correctly crystallised mass into production.

**Tempering Index**
Quality indicator measuring the crystallisation state of the chocolate.

**Bottoming**
Application of chocolate to the underside of products.

**Enrobing**
Coating of products with chocolate via curtain flow.

**Detempering**
Reheating tempered mass to remove crystal structure.

---

## Mechanical & Process Design Concepts

**Piggable Line**
Pipeline designed to allow mechanical cleaning using a pig.

**Pig**
Mechanical cleaning projectile pushed through pipelines to displace product or cleaning media.

**Pigging**
Cleaning/recovery method using a pig to push residual product through the line.

**Launch Station**
Station where pig is inserted into the pipeline.

**Receiving Station**
Station where pig is captured after travelling through the pipeline.

**Pig Detection Sensor**
Sensor detecting pig position in the pipeline.

**Bypass Line**
Alternative flow path used when a machine cannot be traversed by the pig.

**Full-bore Pigging Valve**
Valve with unrestricted internal diameter allowing pig passage.

**Spring-loaded Pump Lid**
Overpressure safety design where pump head opens internally when pressure exceeds set value.

**Internal Bypass (Pump)**
Connection between suction and discharge inside pump during overpressure.

**Double-acting Pneumatic Cylinder**
Cylinder with controlled force in both directions.

**Lobe Pump**
Positive displacement pump using rotating lobes.

**Wire Mesh Belt**
Conveyor allowing chocolate to drip through.

**Belt Tracking**
Automatic system keeping conveyor belt centered.

**Belt Tensioning**
Pneumatic system maintaining belt tension.

**Detaining Shaft (De-tailing shaft)**
High-speed shaft removing chocolate tails at belt transfer.

---

## Thermal & Utility Systems

**Thermo-Unit**
Self-contained hot water system for temperature control.

**2-Point Control with Hysteresis**
On/off temperature control with defined switching differential.

**Mixing Valve (3-way diverting valve)**
Valve mixing or diverting water flow to regulate temperature.

**Reheater**
Heating element used after cooling to control relative humidity.

**Plate Heat Exchanger**
Heat exchanger using plates for efficient thermal transfer.

**Water Tempering System**
Closed water loop for heating mechanical components.

**Room Heating (Enrobing Chamber)**
Heated air system preventing chocolate buildup.

---

## Cleaning System

**Cleaning Oil (Palm Fat)**
Heated fat used as cleaning medium for chocolate system.

**Dirty Oil Tank**
Tank storing used cleaning oil for next cleaning cycle.

**Fresh Oil Tank**
Tank storing unused cleaning oil.

**Aerating Station**
Vent container separating air from oil during pig return.

**Pressure Booster (Glycerine System)**
Device increasing pneumatic pressure for pump seal lubrication.

**Glycerine Lubrication System**
Pressurised sealing system for mechanical pump seals.

---

## Cooling Tunnel

**Air Cooling Circuit**
Conditioned air system regulating product temperature.

**Bottom Cooling Circuit**
Cooling plates under belt for underside temperature control.

**Mist Eliminator**
Device removing moisture droplets from process air.

**Differential Pressure Sensor (Filter)**
Sensor detecting clogging of air filter.

---

## Risk & Safety

**Emergency Stop (E-Stop)**
Emergency shutdown button stopping machine immediately.

**Performance Level (PL)**
Safety integrity classification according to machinery directive.

**Overpressure Probe**
Sensor detecting pressure above defined limit.

---

# Abbreviations

* DC – Day tank / Decrystallizer control section
* TMT – Tempering machine
* UT – Enrober
* CKV – Cooling tunnel
* KS – Crystallisation stage
* AS – Reheating stage
* VKS – Pre-cooling stage
* DN – Nominal pipe diameter
* TIC – Temperature Indicating Controller";"-";"-";;;;"Z:\060_PORTFOLIO\000_Übergreifend\Funktionsbeschreibungen\FS_FBC2_611392.accdb";2
